Timestamp,City,Temperature,Humidity,Wind_Speed,PM25,AOD
2023-01-01 04:00:00,Delhi,12.0,84,6.9,102.9,0.37
2023-01-01 04:00:00,Patna,15.8,88,0.5,212.8,1.53
2023-01-01 05:00:00,Kanpur,16.9,72,4.5,81.3,0.48
2023-01-01 05:00:00,Ahmedabad,22.0,40,12.8,54.6,0.34
2023-01-01 05:00:00,Lucknow,17.0,74,4.2,89.6,0.53
2023-01-01 05:00:00,Hyderabad,27.2,49,6.4,38.9,0.64
2023-01-01 05:00:00,Delhi,14.4,75,6.5,89.9,0.37
2023-01-01 05:00:00,Bengaluru,24.6,46,9.7,28.2,0.3
2023-01-01 05:00:00,Kolkata,21.1,79,4.7,111.8,1.66
2023-01-01 05:00:00,Mumbai,24.4,48,9.2,73.1,0.24
2023-01-01 05:00:00,Patna,18.2,78,1.1,187.7,1.53
2023-01-01 05:00:00,Chennai,26.5,77,1.6,31.9,0.44
2023-01-01 06:00:00,Patna,19.9,71,1.3,161.6,1.55
2023-01-01 06:00:00,Bengaluru,26.0,41,11.0,29.2,0.31
2023-01-01 06:00:00,Chennai,27.6,71,0.4,33.1,0.44
2023-01-01 06:00:00,Delhi,16.1,68,6.3,76.4,0.39
2023-01-01 06:00:00,Kolkata,22.5,74,3.7,90.6,1.7
2023-01-01 06:00:00,Kanpur,18.5,65,3.7,67.5,0.49
2023-01-01 06:00:00,Ahmedabad,24.5,35,12.2,56.5,0.33
2023-01-01 06:00:00,Lucknow,18.6,67,3.8,75.2,0.52
2023-01-01 06:00:00,Hyderabad,28.6,43,3.8,38.5,0.68
2023-01-01 06:00:00,Mumbai,26.1,43,11.9,74.3,0.24
2023-01-01 07:00:00,Kolkata,23.6,67,5.2,87.5,1.61
2023-01-01 07:00:00,Lucknow,19.7,63,2.6,65.9,0.53
2023-01-01 07:00:00,Delhi,17.3,63,5.5,69.8,0.43
2023-01-01 07:00:00,Mumbai,27.0,42,13.7,73.3,0.23
2023-01-01 07:00:00,Hyderabad,29.4,40,3.0,39.0,0.72
2023-01-01 07:00:00,Kanpur,19.6,59,2.4,59.1,0.49
2023-01-01 07:00:00,Patna,20.9,66,2.3,149.0,1.57
2023-01-01 07:00:00,Ahmedabad,26.2,33,11.1,51.0,0.33
2023-01-01 07:00:00,Chennai,28.2,67,2.9,35.4,0.46
2023-01-01 07:00:00,Bengaluru,26.9,38,12.0,29.3,0.33
2023-01-01 08:00:00,Bengaluru,27.3,38,12.0,28.6,0.35
2023-01-01 08:00:00,Patna,21.5,63,2.8,145.3,1.6
2023-01-01 08:00:00,Delhi,18.0,60,6.0,66.4,0.46
2023-01-01 08:00:00,Ahmedabad,27.1,31,9.2,45.2,0.33
2023-01-01 08:00:00,Kolkata,24.4,63,4.3,87.5,1.47
2023-01-01 08:00:00,Chennai,28.5,64,5.1,34.6,0.46
2023-01-01 08:00:00,Hyderabad,29.8,37,2.2,39.6,0.75
2023-01-01 08:00:00,Mumbai,27.3,45,14.0,75.0,0.23
2023-01-01 08:00:00,Lucknow,20.4,60,2.3,59.8,0.51
2023-01-01 08:00:00,Kanpur,20.4,55,3.3,53.4,0.49
2023-01-01 09:00:00,Patna,21.6,61,4.1,143.0,1.61
2023-01-01 09:00:00,Bengaluru,27.5,38,11.6,27.6,0.35
2023-01-01 09:00:00,Mumbai,27.1,49,15.5,76.4,0.23
2023-01-01 09:00:00,Kanpur,20.6,53,4.1,49.4,0.48
2023-01-01 09:00:00,Chennai,28.5,65,6.9,32.1,0.44
2023-01-01 09:00:00,Kolkata,24.7,61,4.0,88.2,1.43
2023-01-01 09:00:00,Lucknow,20.6,58,2.7,54.9,0.5
2023-01-01 09:00:00,Hyderabad,30.0,36,1.1,39.1,0.74
2023-01-01 09:00:00,Delhi,18.3,56,5.9,65.0,0.5
2023-01-01 09:00:00,Ahmedabad,27.6,29,8.9,42.8,0.33
2023-01-01 10:00:00,Hyderabad,29.9,34,3.7,38.8,0.73
2023-01-01 10:00:00,Kanpur,20.5,52,6.2,47.5,0.48
2023-01-01 10:00:00,Mumbai,26.5,50,16.8,72.9,0.23
2023-01-01 10:00:00,Ahmedabad,27.6,28,8.9,41.6,0.32
2023-01-01 10:00:00,Chennai,27.8,69,10.5,29.4,0.42
2023-01-01 10:00:00,Delhi,18.2,55,5.8,64.0,0.52
2023-01-01 10:00:00,Bengaluru,27.2,39,11.6,26.7,0.35
2023-01-01 10:00:00,Patna,21.3,60,5.5,143.0,1.63
2023-01-01 10:00:00,Lucknow,20.5,57,3.7,52.5,0.49
2023-01-01 10:00:00,Kolkata,24.6,61,5.2,92.2,1.43
2023-01-01 11:00:00,Delhi,17.4,62,5.0,65.2,0.52
2023-01-01 11:00:00,Kanpur,19.5,58,5.0,54.8,0.48
2023-01-01 11:00:00,Patna,19.1,79,5.9,158.8,1.66
2023-01-01 11:00:00,Hyderabad,29.4,35,5.9,38.4,0.75
2023-01-01 11:00:00,Ahmedabad,27.2,29,8.4,41.1,0.3
2023-01-01 11:00:00,Bengaluru,26.5,41,11.3,25.8,0.35
2023-01-01 11:00:00,Lucknow,19.5,75,3.2,63.3,0.48
2023-01-01 11:00:00,Kolkata,23.2,71,4.0,116.2,1.51
2023-01-01 11:00:00,Mumbai,25.6,53,17.3,67.5,0.22
2023-01-01 11:00:00,Chennai,26.5,74,13.0,27.6,0.39
2023-01-01 12:00:00,Kanpur,15.4,78,7.2,63.1,0.5
2023-01-01 12:00:00,Ahmedabad,25.2,32,6.5,48.4,0.29
2023-01-01 12:00:00,Bengaluru,25.1,43,9.2,32.6,0.32
2023-01-01 12:00:00,Mumbai,24.2,60,17.7,62.9,0.23
2023-01-01 12:00:00,Delhi,16.8,63,4.9,105.2,0.71
2023-01-01 12:00:00,Patna,16.5,80,6.9,189.1,1.98
2023-01-01 12:00:00,Chennai,25.8,77,11.2,28.2,0.29
2023-01-01 12:00:00,Kolkata,20.9,77,6.8,151.8,2.15
2023-01-01 12:00:00,Lucknow,16.6,75,5.4,68.0,0.46
2023-01-01 12:00:00,Hyderabad,27.0,55,5.7,50.8,0.82
2023-01-01 13:00:00,Delhi,15.8,67,1.1,139.7,0.69
2023-01-01 13:00:00,Ahmedabad,21.8,40,7.9,60.5,0.28
2023-01-01 13:00:00,Kolkata,20.5,78,6.1,169.0,2.4
2023-01-01 13:00:00,Bengaluru,22.5,51,8.7,39.5,0.32
2023-01-01 13:00:00,Mumbai,23.0,72,18.4,61.0,0.22
2023-01-01 13:00:00,Lucknow,13.6,87,7.6,83.1,0.44
2023-01-01 13:00:00,Patna,15.4,84,8.0,210.9,2.04
2023-01-01 13:00:00,Hyderabad,24.1,57,8.3,64.7,0.81
2023-01-01 13:00:00,Kanpur,13.4,86,9.7,77.8,0.48
2023-01-01 13:00:00,Chennai,24.9,82,8.9,26.8,0.28
2023-01-01 14:00:00,Kolkata,19.3,84,5.9,178.3,2.64
2023-01-01 14:00:00,Kanpur,12.6,89,8.5,89.2,0.45
2023-01-01 14:00:00,Ahmedabad,20.5,44,9.0,66.8,0.26
2023-01-01 14:00:00,Chennai,24.5,84,7.4,25.3,0.28
2023-01-01 14:00:00,Lucknow,12.6,90,8.3,95.2,0.42
2023-01-01 14:00:00,Bengaluru,21.2,55,10.5,41.7,0.33
2023-01-01 14:00:00,Delhi,14.9,71,1.8,170.0,0.66
2023-01-01 14:00:00,Patna,14.7,86,8.1,225.8,2.07
2023-01-01 14:00:00,Hyderabad,23.1,60,9.1,70.5,0.84
2023-01-01 14:00:00,Mumbai,22.7,73,16.6,61.0,0.22
2023-01-01 15:00:00,Mumbai,22.1,77,15.1,59.3,0.24
2023-01-01 15:00:00,Chennai,24.0,86,6.3,24.3,0.28
2023-01-01 15:00:00,Delhi,12.0,82,3.9,196.5,0.64
2023-01-01 15:00:00,Bengaluru,19.9,59,11.2,39.8,0.33
2023-01-01 15:00:00,Ahmedabad,19.4,48,8.9,71.0,0.25
2023-01-01 15:00:00,Lucknow,11.6,92,8.7,105.0,0.4
2023-01-01 15:00:00,Kanpur,11.7,92,9.2,97.3,0.43
2023-01-01 15:00:00,Hyderabad,22.4,62,7.9,71.2,0.88
2023-01-01 15:00:00,Kolkata,19.1,83,7.4,180.7,2.73
2023-01-01 15:00:00,Patna,13.8,87,9.4,236.6,2.09
2023-01-01 16:00:00,Bengaluru,19.0,64,13.4,36.1,0.33
2023-01-01 16:00:00,Kolkata,18.6,84,8.4,177.9,2.73
2023-01-01 16:00:00,Mumbai,21.8,77,13.5,61.0,0.27
2023-01-01 16:00:00,Chennai,23.6,87,6.2,24.1,0.29
2023-01-01 16:00:00,Ahmedabad,18.4,52,9.0,75.0,0.23
2023-01-01 16:00:00,Patna,13.2,89,9.5,244.9,2.07
2023-01-01 16:00:00,Kanpur,12.1,89,6.6,108.0,0.41
2023-01-01 16:00:00,Hyderabad,21.5,66,7.3,65.9,0.9
2023-01-01 16:00:00,Delhi,10.6,85,5.5,218.9,0.62
2023-01-01 16:00:00,Lucknow,10.7,94,9.3,115.5,0.39
2023-01-01 17:00:00,Mumbai,21.1,77,9.0,62.6,0.29
2023-01-01 17:00:00,Kolkata,18.0,85,8.5,172.8,2.77
2023-01-01 17:00:00,Ahmedabad,17.5,55,6.7,78.5,0.23
2023-01-01 17:00:00,Kanpur,13.1,85,4.8,119.7,0.39
2023-01-01 17:00:00,Hyderabad,20.6,71,8.6,60.3,0.85
2023-01-01 17:00:00,Bengaluru,18.5,67,15.2,31.9,0.33
2023-01-01 17:00:00,Patna,13.4,90,7.2,252.4,2.03
2023-01-01 17:00:00,Delhi,10.8,82,5.6,236.6,0.6
2023-01-01 17:00:00,Chennai,23.1,89,7.2,24.5,0.3
2023-01-01 17:00:00,Lucknow,10.1,95,9.0,126.7,0.38
2023-01-01 18:00:00,Hyderabad,20.5,72,8.1,55.9,0.84
2023-01-01 18:00:00,Kanpur,11.8,90,5.6,130.4,0.38
2023-01-01 18:00:00,Ahmedabad,16.7,58,6.6,78.7,0.22
2023-01-01 18:00:00,Patna,13.1,93,6.6,256.1,2.0
2023-01-01 18:00:00,Chennai,22.6,90,8.7,25.5,0.33
2023-01-01 18:00:00,Delhi,11.1,78,5.4,246.8,0.59
2023-01-01 18:00:00,Bengaluru,18.1,69,16.0,29.5,0.33
2023-01-01 18:00:00,Mumbai,19.4,83,7.5,63.8,0.3
2023-01-01 18:00:00,Kolkata,17.5,86,7.9,167.2,2.77
2023-01-01 18:00:00,Lucknow,9.4,96,8.8,136.4,0.37
2023-01-01 19:00:00,Mumbai,18.5,87,8.4,64.5,0.29
2023-01-01 19:00:00,Patna,12.4,95,6.3,256.1,1.99
2023-01-01 19:00:00,Delhi,9.2,86,7.3,248.7,0.58
2023-01-01 19:00:00,Lucknow,9.1,97,8.3,144.4,0.37
2023-01-01 19:00:00,Bengaluru,17.6,73,15.8,29.7,0.33
2023-01-01 19:00:00,Kanpur,10.1,94,7.6,138.8,0.38
2023-01-01 19:00:00,Kolkata,17.2,87,7.7,163.4,2.56
2023-01-01 19:00:00,Chennai,22.5,89,8.1,27.2,0.35
2023-01-01 19:00:00,Hyderabad,19.8,76,6.0,52.6,0.81
2023-01-01 19:00:00,Ahmedabad,16.1,60,6.7,74.5,0.22
2023-01-01 20:00:00,Mumbai,19.1,83,7.1,65.0,0.27
2023-01-01 20:00:00,Kanpur,9.4,97,8.7,146.7,0.39
2023-01-01 20:00:00,Delhi,8.6,90,8.1,246.8,0.57
2023-01-01 20:00:00,Hyderabad,19.6,77,5.8,50.8,0.79
2023-01-01 20:00:00,Chennai,22.2,91,8.4,29.7,0.4
2023-01-01 20:00:00,Patna,11.6,96,8.4,256.1,2.03
2023-01-01 20:00:00,Bengaluru,17.1,80,14.6,30.5,0.34
2023-01-01 20:00:00,Lucknow,8.6,97,9.4,150.9,0.37
2023-01-01 20:00:00,Kolkata,16.5,90,6.1,160.7,2.33
2023-01-01 20:00:00,Ahmedabad,15.4,62,6.7,69.6,0.22
2023-01-01 21:00:00,Chennai,22.0,93,7.6,32.6,0.44
2023-01-01 21:00:00,Hyderabad,19.6,77,6.4,50.1,0.82
2023-01-01 21:00:00,Patna,11.1,97,9.4,258.9,2.07
2023-01-01 21:00:00,Bengaluru,16.5,86,12.3,32.1,0.34
2023-01-01 21:00:00,Delhi,8.1,92,8.5,243.1,0.59
2023-01-01 21:00:00,Mumbai,18.4,87,6.8,66.4,0.27
2023-01-01 21:00:00,Ahmedabad,14.6,64,6.5,65.2,0.23
2023-01-01 21:00:00,Lucknow,8.6,97,8.6,155.5,0.37
2023-01-01 21:00:00,Kolkata,16.1,92,5.9,156.0,2.13
2023-01-01 21:00:00,Kanpur,8.6,99,9.4,153.2,0.39
2023-01-01 22:00:00,Kolkata,15.9,93,7.0,151.8,2.05
2023-01-01 22:00:00,Lucknow,9.1,97,6.8,156.9,0.38
2023-01-01 22:00:00,Chennai,22.1,93,7.0,35.6,0.46
2023-01-01 22:00:00,Hyderabad,20.0,76,5.0,49.0,0.86
2023-01-01 22:00:00,Patna,11.8,96,7.2,262.6,2.13
2023-01-01 22:00:00,Bengaluru,15.9,91,10.7,33.2,0.32
2023-01-01 22:00:00,Kanpur,8.4,99,8.1,157.9,0.4
2023-01-01 22:00:00,Delhi,7.3,95,9.2,237.0,0.6
2023-01-01 22:00:00,Mumbai,17.6,90,7.2,68.9,0.26
2023-01-01 22:00:00,Ahmedabad,14.0,66,6.8,60.5,0.24
2023-01-01 23:00:00,Delhi,8.9,92,6.1,231.4,0.6
2023-01-01 23:00:00,Chennai,21.8,94,8.3,42.7,0.48
2023-01-01 23:00:00,Kanpur,8.4,100,5.4,160.2,0.4
2023-01-01 23:00:00,Ahmedabad,13.7,65,8.2,56.2,0.25
2023-01-01 23:00:00,Kolkata,15.8,93,7.8,147.6,2.05
2023-01-01 23:00:00,Hyderabad,19.9,77,5.0,49.5,0.87
2023-01-01 23:00:00,Bengaluru,15.6,93,9.9,34.2,0.31
2023-01-01 23:00:00,Mumbai,17.3,90,7.6,71.7,0.26
2023-01-01 23:00:00,Patna,12.9,95,5.2,258.0,2.24
2023-01-01 23:00:00,Lucknow,8.6,97,8.0,154.1,0.38
2023-01-02 00:00:00,Hyderabad,19.9,78,4.7,50.6,0.9
2023-01-02 00:00:00,Delhi,6.4,95,5.1,209.1,0.56
2023-01-02 00:00:00,Patna,11.0,98,5.4,220.7,3.03
2023-01-02 00:00:00,Mumbai,17.1,92,7.1,75.0,0.28
2023-01-02 00:00:00,Chennai,23.5,89,4.7,36.1,0.38
2023-01-02 00:00:00,Bengaluru,15.6,96,9.1,37.3,0.3
2023-01-02 00:00:00,Kolkata,15.6,94,5.6,144.4,2.16
2023-01-02 00:00:00,Kanpur,7.6,99,4.7,144.8,0.4
2023-01-02 00:00:00,Ahmedabad,13.1,65,9.2,52.6,0.26
2023-01-02 00:00:00,Lucknow,7.7,97,5.1,129.9,0.39
2023-01-02 01:00:00,Ahmedabad,13.0,63,10.5,51.0,0.29
2023-01-02 01:00:00,Lucknow,8.0,97,5.1,136.0,0.37
2023-01-02 01:00:00,Mumbai,16.5,91,7.0,72.9,0.28
2023-01-02 01:00:00,Hyderabad,18.5,85,5.8,54.8,0.88
2023-01-02 01:00:00,Kolkata,15.4,94,5.6,144.4,2.15
2023-01-02 01:00:00,Kanpur,7.8,99,2.4,146.7,0.39
2023-01-02 01:00:00,Chennai,23.2,89,6.2,39.8,0.4
2023-01-02 01:00:00,Bengaluru,15.5,95,8.7,37.8,0.3
2023-01-02 01:00:00,Patna,10.9,99,5.2,220.3,3.17
2023-01-02 01:00:00,Delhi,6.7,95,4.6,226.8,0.54
2023-01-02 02:00:00,Ahmedabad,12.9,62,11.2,51.9,0.31
2023-01-02 02:00:00,Mumbai,16.5,89,6.6,72.9,0.28
2023-01-02 02:00:00,Chennai,24.6,83,3.1,41.7,0.42
2023-01-02 02:00:00,Patna,12.1,98,5.4,221.7,3.16
2023-01-02 02:00:00,Kolkata,17.1,86,5.9,144.8,2.07
2023-01-02 02:00:00,Kanpur,7.4,98,0.0,156.9,0.38
2023-01-02 02:00:00,Bengaluru,16.6,89,11.5,39.9,0.29
2023-01-02 02:00:00,Hyderabad,19.6,81,5.5,62.9,0.87
2023-01-02 02:00:00,Delhi,6.2,95,5.0,248.7,0.54
2023-01-02 02:00:00,Lucknow,8.6,97,2.9,149.0,0.36
2023-01-02 03:00:00,Lucknow,11.1,89,3.8,149.0,0.34
2023-01-02 03:00:00,Mumbai,19.1,75,9.6,76.6,0.28
2023-01-02 03:00:00,Chennai,25.6,80,2.6,39.2,0.43
2023-01-02 03:00:00,Hyderabad,22.2,69,4.2,58.3,0.82
2023-01-02 03:00:00,Bengaluru,19.4,73,10.2,37.7,0.27
2023-01-02 03:00:00,Kolkata,19.1,77,4.2,137.4,1.98
2023-01-02 03:00:00,Patna,13.4,97,4.7,220.3,2.95
2023-01-02 03:00:00,Ahmedabad,14.9,56,13.0,54.4,0.33
2023-01-02 03:00:00,Kanpur,8.9,100,1.1,170.0,0.36
2023-01-02 03:00:00,Delhi,8.8,91,6.4,274.7,0.55
2023-01-02 04:00:00,Delhi,12.1,83,4.0,235.6,0.54
2023-01-02 04:00:00,Chennai,27.1,68,8.0,32.4,0.4
2023-01-02 04:00:00,Mumbai,22.0,63,7.9,87.8,0.28
2023-01-02 04:00:00,Kanpur,12.3,93,0.8,116.4,0.36
2023-01-02 04:00:00,Lucknow,14.1,78,2.8,113.9,0.35
2023-01-02 04:00:00,Bengaluru,22.0,54,12.2,29.0,0.25
2023-01-02 04:00:00,Hyderabad,24.5,61,8.0,47.8,0.78
2023-01-02 04:00:00,Patna,15.6,89,3.2,206.8,2.65
2023-01-02 04:00:00,Ahmedabad,18.2,48,11.3,57.9,0.36
2023-01-02 04:00:00,Kolkata,21.3,69,4.8,125.7,1.88
2023-01-02 05:00:00,Kolkata,23.1,61,6.0,120.1,1.86
2023-01-02 05:00:00,Mumbai,25.1,52,6.3,91.5,0.3
2023-01-02 05:00:00,Patna,17.8,81,5.2,192.3,2.29
2023-01-02 05:00:00,Ahmedabad,21.5,41,11.8,60.8,0.37
2023-01-02 05:00:00,Kanpur,15.8,71,0.8,67.3,0.37
2023-01-02 05:00:00,Delhi,15.0,73,3.1,149.0,0.57
2023-01-02 05:00:00,Hyderabad,26.4,53,9.9,45.9,0.73
2023-01-02 05:00:00,Bengaluru,24.1,42,14.5,25.3,0.25
2023-01-02 05:00:00,Lucknow,16.1,69,3.2,65.4,0.36
2023-01-02 05:00:00,Chennai,27.6,67,9.6,29.3,0.4
2023-01-02 06:00:00,Patna,19.4,73,6.0,175.6,2.1
2023-01-02 06:00:00,Kanpur,17.4,61,3.1,55.8,0.4
2023-01-02 06:00:00,Chennai,28.0,65,9.3,28.3,0.42
2023-01-02 06:00:00,Bengaluru,25.3,37,16.2,23.3,0.25
2023-01-02 06:00:00,Hyderabad,27.8,46,9.4,47.3,0.74
2023-01-02 06:00:00,Delhi,16.5,65,2.0,107.3,0.63
2023-01-02 06:00:00,Ahmedabad,24.2,36,11.4,63.8,0.38
2023-01-02 06:00:00,Mumbai,28.0,43,6.3,100.4,0.32
2023-01-02 06:00:00,Kolkata,24.4,57,4.1,129.5,1.87
2023-01-02 06:00:00,Lucknow,17.5,62,2.9,55.9,0.4
2023-01-02 07:00:00,Lucknow,18.5,58,2.9,53.3,0.43
2023-01-02 07:00:00,Delhi,17.5,58,2.4,95.7,0.67
2023-01-02 07:00:00,Ahmedabad,26.0,32,10.9,65.2,0.39
2023-01-02 07:00:00,Patna,20.4,66,6.1,152.3,1.98
2023-01-02 07:00:00,Hyderabad,28.9,42,6.6,48.5,0.69
2023-01-02 07:00:00,Kanpur,18.4,56,4.2,52.4,0.42
2023-01-02 07:00:00,Chennai,28.2,64,9.4,28.1,0.43
2023-01-02 07:00:00,Kolkata,25.4,53,4.4,129.5,1.83
2023-01-02 07:00:00,Mumbai,29.1,43,9.7,107.1,0.33
2023-01-02 07:00:00,Bengaluru,26.1,35,15.8,23.6,0.26
2023-01-02 08:00:00,Bengaluru,26.7,34,15.5,24.0,0.26
2023-01-02 08:00:00,Patna,21.0,60,5.7,142.5,1.95
2023-01-02 08:00:00,Delhi,18.0,55,4.1,90.3,0.68
2023-01-02 08:00:00,Lucknow,19.1,54,2.9,51.0,0.45
2023-01-02 08:00:00,Hyderabad,29.2,40,5.6,47.7,0.68
2023-01-02 08:00:00,Kanpur,19.0,51,4.5,50.8,0.45
2023-01-02 08:00:00,Kolkata,25.7,50,5.8,124.8,1.79
2023-01-02 08:00:00,Mumbai,28.9,50,14.0,105.0,0.33
2023-01-02 08:00:00,Ahmedabad,27.0,29,10.1,63.3,0.39
2023-01-02 08:00:00,Chennai,28.1,64,9.3,27.1,0.43
2023-01-02 09:00:00,Chennai,27.9,66,8.8,24.7,0.42
2023-01-02 09:00:00,Mumbai,28.8,50,15.3,95.0,0.31
2023-01-02 09:00:00,Hyderabad,29.4,39,5.8,46.2,0.69
2023-01-02 09:00:00,Lucknow,19.4,53,2.7,48.8,0.46
2023-01-02 09:00:00,Bengaluru,26.6,35,15.5,23.9,0.27
2023-01-02 09:00:00,Kolkata,25.6,49,7.0,121.1,1.8
2023-01-02 09:00:00,Ahmedabad,27.5,27,9.3,58.9,0.39
2023-01-02 09:00:00,Patna,21.1,58,6.1,133.6,1.95
2023-01-02 09:00:00,Delhi,18.1,53,5.8,85.9,0.69
2023-01-02 09:00:00,Kanpur,19.3,49,4.4,49.8,0.46
2023-01-02 10:00:00,Ahmedabad,27.6,27,8.5,54.8,0.38
2023-01-02 10:00:00,Mumbai,28.5,48,15.8,83.4,0.28
2023-01-02 10:00:00,Delhi,17.9,53,7.0,85.0,0.69
2023-01-02 10:00:00,Hyderabad,29.2,39,6.5,44.8,0.71
2023-01-02 10:00:00,Bengaluru,26.2,36,15.2,23.7,0.28
2023-01-02 10:00:00,Kolkata,25.2,49,8.2,121.5,1.8
2023-01-02 10:00:00,Chennai,27.5,66,8.6,23.2,0.42
2023-01-02 10:00:00,Lucknow,19.2,52,2.7,48.3,0.47
2023-01-02 10:00:00,Kanpur,19.1,49,3.7,49.6,0.46
2023-01-02 10:00:00,Patna,20.8,58,5.9,128.1,1.92
2023-01-02 11:00:00,Kolkata,23.8,57,5.0,143.9,1.83
2023-01-02 11:00:00,Bengaluru,25.4,39,15.2,23.5,0.29
2023-01-02 11:00:00,Lucknow,18.0,75,2.7,56.9,0.46
2023-01-02 11:00:00,Mumbai,27.5,51,16.2,71.2,0.26
2023-01-02 11:00:00,Patna,18.6,77,6.4,147.6,1.8
2023-01-02 11:00:00,Delhi,17.0,59,4.9,92.0,0.68
2023-01-02 11:00:00,Ahmedabad,27.3,27,9.4,53.4,0.37
2023-01-02 11:00:00,Kanpur,18.2,67,1.8,51.8,0.45
2023-01-02 11:00:00,Chennai,27.0,68,9.3,22.2,0.41
2023-01-02 11:00:00,Hyderabad,28.6,40,8.4,43.8,0.73
2023-01-02 12:00:00,Ahmedabad,25.5,32,8.1,59.0,0.39
2023-01-02 12:00:00,Patna,15.1,84,8.9,175.6,1.96
2023-01-02 12:00:00,Bengaluru,24.0,45,13.1,21.2,0.19
2023-01-02 12:00:00,Chennai,26.3,73,8.8,23.2,0.35
2023-01-02 12:00:00,Kanpur,14.4,72,7.3,86.6,0.53
2023-01-02 12:00:00,Hyderabad,26.3,50,8.4,47.6,0.83
2023-01-02 12:00:00,Mumbai,25.5,67,15.0,69.4,0.19
2023-01-02 12:00:00,Kolkata,20.9,67,7.3,170.9,2.18
2023-01-02 12:00:00,Delhi,15.2,68,3.7,125.3,0.65
2023-01-02 12:00:00,Lucknow,16.6,62,4.6,86.6,0.47
2023-01-02 13:00:00,Delhi,14.1,73,1.3,162.1,0.63
2023-01-02 13:00:00,Mumbai,24.0,73,16.9,70.5,0.18
2023-01-02 13:00:00,Kolkata,20.4,68,6.6,176.5,2.16
2023-01-02 13:00:00,Bengaluru,21.8,52,11.2,28.1,0.21
2023-01-02 13:00:00,Ahmedabad,22.3,39,7.4,66.8,0.37
2023-01-02 13:00:00,Lucknow,15.8,65,4.2,107.8,0.45
